"epp"|"school_year"|"BEP"|"post"|"alt"|"post_bac"|"trad"|"alt_bl"|"post_bac_bl"|"trad_bl"|"bl"|"trad_bl_prop"|"alt_ela"|"alt_g"|"alt_m"|"alt_sci"|"alt_ss"|"alt_tot"|"alt_cte"|"alt_fa"|"alt_hel"|"alt_sped"|"alt_loe"|"alt_cs"|"post_bac_fa"|"post_bac_g"|"post_bac_m"|"post_bac_sped"|"post_bac_tot"|"post_bac_ela"|"post_bac_hel"|"post_bac_loe"|"post_bac_ss"|"post_bac_sci"|"post_bac_cte"|"post_bac_cs"|"trad_ela"|"trad_fa"|"trad_g"|"trad_m"|"trad_sci"|"trad_ss"|"trad_sped"|"trad_tot"|"trad_cte"|"trad_loe"|"trad_hel"|"trad_cs"
"1091"|"Hardin-Simmons University"|2013|"Non-BEP"|0|0|6|124|0|0|12|12|0.0967741935483871|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|1|0|0|0|0|1|0|3|8|23|3|2|9|2|62|0|0|0|0
"1092"|"Houston Baptist University"|2013|"Non-BEP"|0|0|54|78|0|1|8|9|0.102564102564103|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|2|27|6|1|0|2|2|0|0|2|3|11|2|2|7|0|39|0|0|3|1
"1093"|"Howard Payne University"|2013|"Non-BEP"|0|0|4|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|2|0|0|0|0|4|11|1|2|3|0|25|0|1|2|1
"1094"|"Lamar University"|2013|"Non-BEP"|0|0|76|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|1|6|38|4|1|4|5|5|0|0|11|7|55|7|1|7|2|100|1|3|6|0
"1095"|"LeTourneau University"|2013|"Non-BEP"|0|0|30|164|0|0|7|7|0.0426829268292683|0|0|0|0|0|0|0|0|0|0|0|0|0|10|1|0|15|2|0|0|0|2|0|0|0|0|67|3|1|1|3|82|0|0|0|0
"1096"|"Lubbock Christian University"|2013|"Non-BEP"|0|0|16|134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|8|1|1|0|0|0|1|0|9|4|38|9|3|3|1|67|0|0|0|0
"1097"|"McMurry University"|2013|"Non-BEP"|0|0|24|82|0|0|8|8|0.0975609756097561|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|12|0|4|0|1|2|0|0|4|3|19|2|0|3|0|41|0|0|2|0
"1098"|"Midwestern State University"|2013|"Non-BEP"|0|0|10|232|0|0|13|13|0.0560344827586207|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|0|0|0|1|2|0|0|4|10|51|12|3|6|14|116|0|1|2|0
"1099"|"Our Lady of the Lake University"|2013|"Non-BEP"|0|0|4|60|0|1|2|3|0.0333333333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|2|0|16|2|0|2|5|30|0|1|0|0
"1100"|"Paul Quinn College"|2013|"Non-BEP"|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|0|0|0
"1101"|"Rice University"|2013|"Non-BEP"|0|0|12|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|3|0|1|1|1|0|0|1|0|0|1|1|0|0|3|0|0|0|0
"1102"|"Sam Houston State University"|2013|"Non-BEP"|0|0|126|1452|0|0|183|183|0.12603305785124|0|0|0|0|0|0|0|0|0|0|0|0|4|2|3|0|63|17|8|3|11|3|11|1|30|36|284|51|2|23|52|726|30|6|29|0
"1103"|"Southern Methodist University"|2013|"Non-BEP"|0|0|2|78|0|0|1|1|0.0128205128205128|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|6|6|17|2|2|2|0|39|0|3|0|0
"1104"|"St Edwards University"|2013|"Non-BEP"|0|0|2|98|0|0|9|9|0.0918367346938776|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|2|21|4|3|5|3|49|0|0|1|0
"1105"|"St Marys University"|2013|"Non-BEP"|0|0|10|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|5|0|2|0|2|0|0|0|2|3|6|4|1|3|0|20|0|1|0|0
"1106"|"Stephen F Austin State University"|2013|"Non-BEP"|0|0|100|812|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|11|3|5|50|10|6|0|6|1|4|0|18|48|173|41|6|13|69|406|5|2|31|0
"1107"|"Sul Ross State University - Alpine"|2013|"Non-BEP"|0|0|14|40|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|7|1|1|1|0|0|0|0|4|2|6|2|1|1|0|20|2|0|2|0
"1108"|"Sul Ross State University - Rio Grande"|2013|"Non-BEP"|0|0|68|80|0|7|10|17|0.125|0|0|0|0|0|0|0|0|0|0|0|0|0|9|4|0|34|6|0|2|4|1|1|0|1|0|24|3|0|1|0|40|1|0|0|0
"1109"|"Texas College"|2013|"Non-BEP"|0|0|4|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|2|0|0|0|0|0|0|0|1|0|2|0|0|0|0|5|0|0|2|0
"1110"|"Texas Lutheran University"|2013|"Non-BEP"|0|0|8|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|4|0|0|0|0|1|0|0|1|4|10|3|1|1|0|21|0|0|1|0
"1111"|"Texas State University"|2013|"Non-BEP"|0|0|202|1516|0|41|318|359|0.20976253298153|0|0|0|0|0|0|0|0|0|0|0|0|9|10|10|6|101|10|2|0|5|6|1|1|55|64|68|58|16|47|47|758|15|4|65|1
"1112"|"Texas Tech University"|2013|"BEP"|0|0|40|918|0|0|47|47|0.05119825708061|0|0|0|0|0|0|0|0|0|0|0|0|3|5|1|2|20|3|1|0|2|2|1|0|31|44|191|31|6|23|49|459|14|3|20|0
"1113"|"Texas Wesleyan University"|2013|"Non-BEP"|0|0|12|138|0|1|17|18|0.123188405797101|0|0|0|0|0|0|0|0|0|0|0|0|0|4|1|0|6|0|0|0|0|0|0|0|2|1|41|0|0|8|0|69|0|0|0|0
"1114"|"Texas Womans University"|2013|"BEP"|0|0|110|700|0|11|95|106|0.135714285714286|0|0|0|0|0|0|0|0|0|0|0|0|7|17|8|1|55|4|1|0|4|2|0|0|9|9|169|13|3|1|39|350|4|0|8|0
"1115"|"Trinity University"|2013|"Non-BEP"|0|0|80|0|0|1|0|1|NA|0|0|0|0|0|0|0|0|0|0|0|0|3|11|4|3|40|6|0|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1116"|"University of Dallas"|2013|"Non-BEP"|0|0|4|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|1|0|0|2|0|9|1|1|2|0|15|0|0|0|0
"1117"|"University of Houston"|2013|"Non-BEP"|0|0|42|800|0|2|54|56|0.0675|0|0|0|0|0|0|0|0|0|0|0|0|1|10|3|1|21|3|0|1|0|0|0|0|11|37|195|46|23|13|17|400|0|4|0|0
"1118"|"University of Houston-Clear Lake"|2013|"Non-BEP"|0|0|20|534|0|0|66|66|0.123595505617978|0|0|0|0|0|0|0|0|0|0|0|0|0|7|1|1|10|0|0|0|0|1|0|0|11|3|141|7|2|19|18|267|0|0|0|0
"1119"|"University of Houston-Downtown"|2013|"Non-BEP"|0|0|18|496|0|3|86|89|0.173387096774194|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|9|1|0|0|0|3|0|0|0|0|157|3|1|1|0|248|0|0|0|0
"1120"|"University of Houston-Victoria"|2013|"Non-BEP"|0|0|20|210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|1|0|10|0|0|0|1|1|0|0|6|0|85|5|3|3|2|105|1|0|0|0
"1121"|"University of Mary Hardin-Baylor"|2013|"Non-BEP"|0|0|10|190|0|0|8|8|0.0421052631578947|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|5|1|0|0|1|1|0|0|5|11|36|3|8|7|5|95|0|3|9|0
"1122"|"University of North Texas - Dallas"|2013|"BEP"|1|0|4|124|0|0|24|24|0.193548387096774|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|32|2|0|0|4|62|0|0|0|0
"1123"|"University of St Thomas"|2013|"Non-BEP"|0|0|14|42|0|2|6|8|0.142857142857143|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|7|1|0|0|1|0|0|0|3|0|11|0|0|1|0|21|0|0|0|0
"1124"|"University of Texas - Arlington"|2013|"BEP"|0|0|4|702|0|0|69|69|0.0982905982905983|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|1|0|0|0|0|0|57|19|105|32|13|26|0|351|0|6|24|0
"1125"|"University of Texas - Austin"|2013|"Non-BEP"|0|0|76|850|0|8|177|185|0.208235294117647|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|38|12|1|2|7|3|0|0|31|29|67|31|25|28|23|425|0|10|4|0
"1126"|"University of Texas - Dallas"|2013|"BEP"|0|0|54|230|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|0|27|6|0|0|1|13|0|0|14|0|47|24|16|14|0|115|0|0|0|0
"1127"|"University of Texas - Permian Basin"|2013|"Non-BEP"|0|0|94|140|0|2|8|10|0.0571428571428571|0|0|0|0|0|0|0|0|0|0|0|0|2|23|3|2|47|4|3|1|3|3|1|0|1|2|38|1|4|4|6|70|0|2|4|0
"1128"|"University of Texas - Rio Grande Valley"|2013|"Non-BEP"|0|0|2|740|0|0|63|63|0.0851351351351351|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|13|30|162|23|11|6|21|370|0|6|35|0
"1129"|"University of Texas - San Antonio"|2013|"Non-BEP"|0|0|106|822|0|2|40|42|0.048661800486618|0|0|0|0|0|0|0|0|0|0|0|0|3|16|4|13|53|2|0|0|6|7|0|0|18|29|188|43|5|10|35|411|0|2|41|0
"1130"|"University of Texas - Tyler"|2013|"Non-BEP"|0|0|30|346|0|0|19|19|0.0549132947976879|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|6|2|2|3|1|1|0|12|4|72|27|6|6|13|173|0|4|10|0
"1131"|"University of the Incarnate Word"|2013|"Non-BEP"|0|0|34|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|17|1|0|0|0|0|0|0|2|1|21|0|4|1|0|37|0|2|6|0
"1132"|"Wayland Baptist University"|2013|"Non-BEP"|0|0|56|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|19|1|3|28|0|0|0|3|1|0|0|0|5|25|0|3|1|6|42|1|0|1|0
"1133"|"Wiley College"|2013|"Non-BEP"|0|0|4|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|0|1|0|2|0|0|1|0|5|0|0|1|0
"1134"|"Arlington Baptist University"|2013|"Non-BEP"|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|3|0|0|0|0
"1135"|"Jarvis Christian College"|2013|"Non-BEP"|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|2|0|0|0|0
"1136"|"North American University"|2013|"Non-BEP"|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|3|0|0|0|0
"1137"|"Southwestern Assemblies of God Univ"|2013|"Non-BEP"|0|0|0|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|1|13|0|0|6|0|26|0|0|0|0
"1138"|"Southwestern University"|2013|"Non-BEP"|0|0|0|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|1|0|2|8|23|0|1|1|0
"1139"|"Texas A&M University - Central Texas"|2013|"Non-BEP"|0|0|0|182|0|0|36|36|0.197802197802198|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|30|7|0|3|11|91|0|0|0|0
"1140"|"Texas Christian University"|2013|"Non-BEP"|0|0|0|254|0|0|19|19|0.0748031496062992|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|27|42|7|3|3|14|127|0|2|1|0
"1141"|"Texas Southern University"|2013|"Non-BEP"|0|0|0|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|11|3|0|0|5|42|0|0|17|0
"1142"|"University of Phoenix"|2013|"Non-BEP"|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|2|8|0|0|0|0
"1143"|"240 Certification"|2012|"Non-BEP"|0|24|0|0|4|0|0|4|NA|0|4|1|0|2|12|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1144"|"A Career in Education-ACP"|2012|"Non-BEP"|0|26|0|0|0|0|0|0|NA|0|8|0|1|0|13|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1145"|"A Career in Teaching-EPP (Corpus Christi"|2012|"Non-BEP"|0|184|0|0|3|0|0|3|NA|13|25|4|16|3|92|2|0|4|19|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1146"|"A Career in Teaching-EPP (McAllen)"|2012|"Non-BEP"|0|80|0|0|2|0|0|2|NA|4|17|2|3|1|40|0|3|0|5|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1147"|"A+ Texas Teachers"|2012|"Non-BEP"|0|7402|0|0|394|0|0|394|NA|256|1409|221|236|165|3701|108|154|154|484|86|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1148"|"ACT-Central Texas - Temple"|2012|"Non-BEP"|0|102|0|0|4|0|0|4|NA|2|33|2|2|3|51|1|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1149"|"ACT-Houston"|2012|"Non-BEP"|0|818|0|0|55|0|0|55|NA|20|174|18|15|14|409|19|21|18|40|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1150"|"ACT-Houston at Dallas"|2012|"Non-BEP"|0|550|0|0|36|0|0|36|NA|10|137|12|10|8|275|6|9|13|26|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1151"|"ACT-Rio Grande Valley"|2012|"Non-BEP"|0|362|0|0|22|0|0|22|NA|26|44|10|17|7|181|19|11|4|13|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1152"|"Alamo Colleges"|2012|"Non-BEP"|0|68|0|0|4|0|0|4|NA|4|14|2|3|0|34|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1153"|"Alternative Cert for Tchrs NOW!(El Paso)"|2012|"Non-BEP"|0|30|0|0|0|0|0|0|NA|2|2|1|1|0|15|2|0|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1154"|"Alternative-So Tx Ed Pgm-Laredo (A-STEP)"|2012|"Non-BEP"|0|72|0|0|4|0|0|4|NA|1|14|2|2|2|36|4|0|1|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1155"|"Alternative-South Texas Educator Program"|2012|"Non-BEP"|0|102|0|0|4|0|0|4|NA|8|13|2|7|2|51|2|3|3|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1156"|"ATC-East Houston"|2012|"Non-BEP"|0|10|0|0|2|0|0|2|NA|0|3|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1157"|"Austin Community College"|2012|"Non-BEP"|0|2|0|0|0|0|0|0|NA|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1158"|"Blinn College"|2012|"Non-BEP"|0|82|0|0|8|0|0|8|NA|0|19|5|2|0|41|0|0|0|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1159"|"College of the Mainland  COMPACT"|2012|"Non-BEP"|0|4|0|0|0|0|0|0|NA|0|2|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1160"|"Collin County Community College"|2012|"Non-BEP"|0|16|0|0|2|0|0|2|NA|0|4|1|0|0|8|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1161"|"Dallas Christian College"|2012|"Non-BEP"|0|8|0|0|0|0|0|0|NA|0|3|0|0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1162"|"Dallas ISD"|2012|"Non-BEP"|0|678|0|0|84|0|0|84|NA|5|135|26|36|9|339|3|1|0|36|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1163"|"Education Career Alternatives Program"|2012|"Non-BEP"|0|1210|0|0|95|0|0|95|NA|32|197|36|31|30|605|50|17|17|74|16|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1164"|"EIT: Excellence in Teaching"|2012|"Non-BEP"|0|32|0|0|1|0|0|1|NA|4|9|0|2|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1165"|"eTeach N Texas"|2012|"Non-BEP"|0|2|0|0|0|0|0|0|NA|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1166"|"Harris County Department of Ed"|2012|"Non-BEP"|0|28|0|0|3|0|0|3|NA|0|8|2|1|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1167"|"Houston Community College System"|2012|"Non-BEP"|0|34|0|0|0|0|0|0|NA|2|6|0|4|0|17|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1168"|"HOUSTON ISD"|2012|"Non-BEP"|0|374|0|8|84|0|0|84|0|5|80|5|7|3|187|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|4
"1169"|"Huston-Tillotson University"|2012|"Non-BEP"|0|48|2|14|4|0|0|4|0|1|8|1|1|0|24|0|0|0|9|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|7|0|0|5|0
"1170"|"Intern Teacher ACP"|2012|"Non-BEP"|0|56|0|0|13|0|0|13|NA|0|15|0|0|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1171"|"IteachTEXAS"|2012|"Non-BEP"|0|1860|0|0|19|0|0|19|NA|56|397|43|42|43|930|60|47|73|121|8|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1172"|"Lamar State College - Orange"|2012|"Non-BEP"|0|88|0|2|0|0|0|0|0|2|15|1|5|4|44|13|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
"1173"|"Lone Star Colleges"|2012|"Non-BEP"|0|296|0|0|15|0|0|15|NA|11|66|9|12|12|148|8|0|2|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1174"|"McLennan Community College"|2012|"Non-BEP"|0|100|0|0|2|0|0|2|NA|1|19|1|3|5|50|10|3|1|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1175"|"Mountain View College"|2012|"Non-BEP"|0|26|0|0|3|0|0|3|NA|0|3|0|1|0|13|0|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1176"|"PASADENA ISD"|2012|"Non-BEP"|0|102|0|0|3|0|0|3|NA|2|24|5|2|1|51|2|1|1|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1177"|"PFLUGERVILLE ISD"|2012|"Non-BEP"|0|12|0|0|3|0|0|3|NA|0|3|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1178"|"Prairie View A&M University"|2012|"Non-BEP"|0|12|0|116|0|0|0|0|0|1|0|0|1|0|6|0|0|0|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|7|5|24|5|2|1|4|58|3|0|7|0
"1179"|"Quality ACT: Alternative Certified Tchrs"|2012|"Non-BEP"|0|196|0|0|19|0|0|19|NA|9|35|2|3|15|98|0|4|2|7|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1180"|"REG 01 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|344|0|0|21|0|0|21|NA|18|42|27|19|24|172|7|3|3|7|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1181"|"REG 02 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|78|0|0|0|0|0|0|NA|5|20|1|1|3|39|1|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1182"|"REG 03 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|30|0|0|0|0|0|0|NA|1|9|3|1|0|15|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1183"|"REG 04 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|1262|0|18|121|0|0|121|0|31|253|31|31|18|631|17|28|23|62|16|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|1|0|0|0|9|0|0|0|1
"1184"|"REG 05 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|120|0|16|1|0|0|1|0|2|23|1|2|1|60|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|8|0|0|0|0
"1185"|"REG 06 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|62|0|0|7|0|0|7|NA|1|16|0|2|1|31|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1186"|"REG 07 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|126|0|0|6|0|0|6|NA|7|31|2|2|4|63|2|2|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1187"|"REG 10 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|520|0|0|78|0|0|78|NA|7|89|13|11|11|260|15|8|3|18|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1188"|"REG 11 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|208|0|6|27|0|0|27|0|5|40|2|10|4|104|2|2|3|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|3
"1189"|"REG 12 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|144|0|36|4|0|0|4|0|3|52|1|5|2|72|0|1|0|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|14|0|0|2|2|0|0|18|0|0|0|0
"1190"|"REG 13 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|566|0|30|52|0|0|52|0|7|68|16|20|1|283|86|2|1|23|2|5|0|0|0|0|0|0|0|0|0|0|0|0|15|0|0|0|0|0|0|15|0|0|0|0
"1191"|"REG 14 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|118|0|0|0|0|0|0|NA|0|26|1|5|0|59|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1192"|"REG 18 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|178|0|0|6|0|0|6|NA|4|50|5|5|3|89|2|0|1|12|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1193"|"REG 19 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|70|0|0|3|0|0|3|NA|0|13|6|5|2|35|0|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1194"|"REG 20 EDUCATION SERVICE CENTER"|2012|"Non-BEP"|0|484|0|0|22|0|0|22|NA|4|123|21|12|11|242|2|8|3|31|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1195"|"Schreiner University"|2012|"Non-BEP"|0|12|0|24|0|0|0|0|0|2|3|1|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9|1|0|0|0|12|0|0|1|0
"1196"|"South Texas College"|2012|"Non-BEP"|0|66|0|0|8|0|0|8|NA|1|16|0|1|4|33|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1197"|"South Texas Transition to Teaching ACP"|2012|"Non-BEP"|0|218|0|0|22|0|0|22|NA|9|36|9|11|8|109|0|0|1|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"1198"|"Southwestern Adventist University"|2012|"Non-BEP"|0|10|0|20|0|0|2|2|0.1|2|1|0|0|0|5|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|1|1|0|0|10|0|0|0|0
"1199"|"Tarleton State University"|2012|"Non-BEP"|0|92|2|826|17|0|141|158|0.170702179176755|4|17|1|2|2|46|0|0|0|1|2|0|0|1|0|0|1|0|0|0|0|0|0|0|13|13|120|31|4|2|25|413|31|3|30|0
"1200"|"TeacherBuilder.com"|2012|"Non-BEP"|0|260|0|0|14|0|0|14|NA|12|34|10|5|7|130|13|7|14|7|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
